expert_id,round,indicator_code,relevance,clarity,feasibility
E17,2,D8.5,8,4,5
E17,2,D9.1,4,4,4
E17,2,D9.2,4,2,4
E17,2,D9.3,8,5,4
E17,2,D9.4,5,3,4
E17,2,D9.5,9,4,4
E18,2,D1.1,8,4,4
E18,2,D1.2,9,3,2
E18,2,D1.3,7,4,3
E18,2,D1.4,8,3,5
E18,2,D1.5,8,4,5
E18,2,D10.1,8,5,4
E18,2,D10.2,5,3,3
E18,2,D10.3,7,5,4
E18,2,D10.4,8,4,4
E18,2,D10.5,8,4,3
E18,2,D2.1,8,4,3
E18,2,D2.2,8,4,4
E18,2,D2.3,8,5,5
E18,2,D2.4,8,5,5
E18,2,D2.5,9,3,2
E18,2,D3.1,8,4,3
E18,2,D3.2,9,5,4
E18,2,D3.3,9,4,5
E18,2,D3.4,8,4,5
E18,2,D3.5,9,3,2
E18,2,D4.1,9,4,5
E18,2,D4.2,8,5,4
E18,2,D4.3,7,4,2
E18,2,D4.4,8,4,5
E18,2,D4.5,8,4,3
E18,2,D5.1,7,5,3
E18,2,D5.2,9,5,5
E18,2,D5.3,7,4,4
E18,2,D5.4,9,4,4
E18,2,D5.5,9,5,5
E18,2,D6.1,4,4,5
E18,2,D6.2,6,1,2
E18,2,D6.3,8,4,3
E18,2,D6.4,8,5,5
E18,2,D6.5,8,5,5
E18,2,D7.1,8,4,3
E18,2,D7.2,8,3,5
E18,2,D7.3,5,4,3
E18,2,D7.4,8,4,2
E18,2,D7.5,9,5,3
E18,2,D8.1,7,4,2
E18,2,D8.2,9,3,4
E18,2,D8.3,7,5,5
E18,2,D8.4,9,4,3
E18,2,D8.5,9,5,4
E18,2,D9.1,5,4,4
E18,2,D9.2,6,3,2
E18,2,D9.3,8,4,5
E18,2,D9.4,6,2,3
E18,2,D9.5,8,5,4
